account_id,name,parent_id,parent_name,billing_street,billing_city,billing_state,billing_zip,care_type,status,phone,lifetime_revenue,outstanding_ar,chow_current_account,duplicate_of_account,note,created_by_candidate,updated_at
001UUR3JX8J02F4H60,Bristol Manor Care Center,001DAAUWV2J3SHQJ34,Juniper Point Healthcare (Parent Account),1095 Franklin Blvd,Lansing,MI,48912,Memory Care,Active,(517) 804-5698,81000,0,,,,False,2026-08-24 15:51:44Z
001WC2VPMSRMLGKEFS,Bristol Manor Gardens,001DAAUWV2J3SHQJ34,Juniper Point Healthcare (Parent Account),651 Adams Rd,Cleveland,OH,44109,Assisted Living,Active,(216) 286-8610,47000,4500,,,,False,2026-08-24 15:51:44Z
001JRN31SRNB2KFW23,Bristol Manor Village,00139TNDS8HNLUZ5A6,Stonebridge Eldercare (Parent Account),5045 High Blvd,Cincinnati,OH,45219,Independent Living,Active,(330) 678-9013,138000,0,,,,False,2026-08-24 15:51:44Z
001AJP0LUZH4MP97NN,Brookfield Estates,00139TNDS8HNLUZ5A6,Stonebridge Eldercare (Parent Account),6969 Oak Ave,Scranton,PA,18503,Memory Care,Active,(517) 800-8256,0,0,,,,False,2026-08-24 15:51:44Z
001YTHGSDPVYZKCEMU,Brookfield Manor,,,1541 Washington Ave,Canton,OH,44708,Assisted Living,Active,(517) 552-5410,8000,0,,,,False,2026-08-24 15:51:44Z
001FWSQ30SFW6S7604,Cedar Trail Communities (Parent Account),,,,,,,,Active,(517) 353-4488,0,0,,,,False,2026-08-24 15:51:44Z
0011AB44D05WLA9HTX,Cedar Trail of Monroe,001FWSQ30SFW6S7604,Cedar Trail Communities (Parent Account),750 Stewart Road,Monroe,MI,48162,Assisted Living,Active,(216) 748-7799,0,0,,,,False,2026-08-24 15:51:44Z
0017M8U4SRVSZUNLJQ,Chestnut Grove Estates,001DAAUWV2J3SHQJ34,Juniper Point Healthcare (Parent Account),2265 Franklin Ave,Parma,OH,44129,Memory Care,Active,(814) 266-8170,0,0,,,,False,2026-08-24 15:51:44Z
0016LW0Q6XE146JN6B,Chestnut Grove Manor,00139TNDS8HNLUZ5A6,Stonebridge Eldercare (Parent Account),3457 Jefferson Dr,Cleveland,OH,44109,Skilled Nursing,Active,(231) 503-9120,0,0,,,,False,2026-08-24 15:51:44Z
0016QD1DKVTB3RS2HZ,Chestnut Grove Rehabilitation Center,001DAAUWV2J3SHQJ34,Juniper Point Healthcare (Parent Account),8541 Franklin Blvd,Scranton,PA,18503,Memory Care,Active,(260) 487-3262,0,0,,,,False,2026-08-24 15:51:44Z
001R4J81D1FWNQF7WW,Chestnut Grove Senior Living,001DAAUWV2J3SHQJ34,Juniper Point Healthcare (Parent Account),4540 Lincoln St,Canton,OH,44708,Skilled Nursing,Active,(614) 766-4661,0,0,,,,False,2026-08-24 15:51:44Z
001635XYQP9EZ7JGCN,Clearbrook Nursing & Rehabilitation,,,6981 Jefferson Ave,Lansing,MI,48912,Assisted Living,Active,(231) 896-4563,0,0,,,,False,2026-08-24 15:51:44Z
001BP1CWFQELP1V08N,Clearbrook Senior Living,001DAAUWV2J3SHQJ34,Juniper Point Healthcare (Parent Account),8400 Union Blvd,Scranton,PA,18503,Memory Care,Active,(614) 453-5867,49000,8000,,,,False,2026-08-24 15:51:44Z
00148CGC4SFDTJTPPR,Crestwood Commons,001DAAUWV2J3SHQJ34,Juniper Point Healthcare (Parent Account),2671 Adams Ave,Ann Arbor,MI,48104,Independent Living,Active,(216) 277-8324,0,0,,,,False,2026-08-24 15:51:44Z
001S10VS057X9M2JX8,Crestwood Manor,001DAAUWV2J3SHQJ34,Juniper Point Healthcare (Parent Account),8719 River Rd,Cincinnati,OH,45219,Memory Care,Active,(330) 921-1185,0,0,,,,False,2026-08-24 15:51:44Z
0017SSGTAWFPLVXABR,Crestwood Village,001DAAUWV2J3SHQJ34,Juniper Point Healthcare (Parent Account),1969 Mill Dr,Mansfield,OH,44903,Independent Living,Active,(260) 761-8215,152000,0,,,,False,2026-08-24 15:51:44Z
001Q0SVXRKXY6GW135,Doverdale Place,00139TNDS8HNLUZ5A6,Stonebridge Eldercare (Parent Account),8420 Mill Dr,South Bend,IN,46601,Memory Care,Active,(419) 596-3837,0,0,,,,False,2026-08-24 15:51:44Z
001CD6YDT7NCAERSUV,Doverdale Rehabilitation Center,00139TNDS8HNLUZ5A6,Stonebridge Eldercare (Parent Account),7045 High St,Harrisburg,PA,17104,Independent Living,Active,(260) 783-8569,134000,0,,,,False,2026-08-24 15:51:44Z
001E49NRPBQGBELSHY,Fox Run Senior Living,00139TNDS8HNLUZ5A6,Stonebridge Eldercare (Parent Account),7977 Jefferson Dr,Elkhart,IN,46514,Assisted Living,Active,(419) 873-6368,0,0,,,,False,2026-08-24 15:51:44Z
001WQE9H25YMEWBARU,Golden Gate Gardens,,,5880 Church Rd,Scranton,PA,18503,Skilled Nursing,Active,(814) 439-5061,0,0,,,,False,2026-08-24 15:51:44Z
001X5Q9PV6ZSZH9QVB,Golden Gate Health Campus,,,3967 Hill Ave,Fort Wayne,IN,46805,Skilled Nursing,Active,(231) 500-8951,0,0,,,,False,2026-08-24 15:51:44Z
001FJZYHR7MLFMNPLL,Harborview Care Group (Parent Account),,,,,,,,Active,(517) 561-9289,0,0,,,,False,2026-08-24 15:51:44Z
001JD2MWRA74LTSN24,Harborview Nursing & Rehab of Port Clinton,001FJZYHR7MLFMNPLL,Harborview Care Group (Parent Account),1420 Harbor Point Drive,Port Clinton,OH,43452,Skilled Nursing,Active,(216) 314-1338,0,0,,,,False,2026-08-24 15:51:44Z
001BLYF02K97SZLZHH,Harborview Shores of Erie,001FJZYHR7MLFMNPLL,Harborview Care Group (Parent Account),4930 West Lake Road,Erie,PA,16505,Assisted Living,Active,(517) 775-8456,0,0,,,,False,2026-08-24 15:51:44Z
001E1GVNM5FJMBVB7F,Harvest Hill Assisted Living,00139TNDS8HNLUZ5A6,Stonebridge Eldercare (Parent Account),4507 Water St,South Bend,IN,46601,Memory Care,Inactive,(614) 959-7862,0,0,,,,False,2026-08-24 15:51:44Z
001U1PFB1Q5HMGTNN1,Harvest Hill Care Center,001DAAUWV2J3SHQJ34,Juniper Point Healthcare (Parent Account),1149 Park Dr,Youngstown,OH,44505,Assisted Living,Active,(216) 464-9051,156000,0,,,,False,2026-08-24 15:51:44Z
001108R31WACG88ZAS,Harvest Hill Commons,00139TNDS8HNLUZ5A6,Stonebridge Eldercare (Parent Account),8809 Lincoln Ave,Allentown,PA,18102,Independent Living,Active,(517) 628-1034,0,0,,,,False,2026-08-24 15:51:44Z
001FLBJX4DH6BCXLAV,Harvest Hill Estates,001DAAUWV2J3SHQJ34,Juniper Point Healthcare (Parent Account),3054 River Ave,Springfield,OH,45503,Assisted Living,Inactive,(260) 791-6034,6000,4000,,,,False,2026-08-24 15:51:44Z
001PTS4H6C782Q8ULB,Harvest Hill Health Campus,001DAAUWV2J3SHQJ34,Juniper Point Healthcare (Parent Account),4192 Spring St,Elkhart,IN,46514,Skilled Nursing,Active,(260) 905-7973,0,0,,,,False,2026-08-24 15:51:44Z
001CRBM9TKD9F721PG,Harvest Hill Nursing & Rehabilitation,00139TNDS8HNLUZ5A6,Stonebridge Eldercare (Parent Account),3925 Cherry Dr,Youngstown,OH,44505,Independent Living,Active,(260) 533-5197,0,0,,,,False,2026-08-24 15:51:44Z
001CUX47U01QEEA1B7,Harvest Hill Senior Living,001DAAUWV2J3SHQJ34,Juniper Point Healthcare (Parent Account),138 Mill Dr,Muncie,IN,47303,Memory Care,Active,(814) 534-1831,0,0,,,,False,2026-08-24 15:51:44Z
001GHXNGX101RS6W00,Heritage Estates,,,793 Park Rd,Grand Rapids,MI,49503,Skilled Nursing,Active,(231) 586-7577,173000,0,,,,False,2026-08-24 15:51:44Z
0014GZE6WNGWEC5V2U,Heritage Nursing & Rehabilitation,00139TNDS8HNLUZ5A6,Stonebridge Eldercare (Parent Account),313 Church Ave,Allentown,PA,18102,Independent Living,Active,(216) 556-9457,83000,0,,,,False,2026-08-24 15:51:44Z
001N5WGUBLJA45R30X,Heritage Place,,,3516 Lake Ave,Youngstown,OH,44505,Skilled Nursing,Active,(517) 560-7992,0,0,,,,False,2026-08-24 15:51:44Z
0015AGVJ430WV72PF0,Heritage Village,001DAAUWV2J3SHQJ34,Juniper Point Healthcare (Parent Account),7718 High St,Fort Wayne,IN,46805,Memory Care,Active,(734) 502-9339,84000,0,,,,False,2026-08-24 15:51:44Z
0016M7QA3RN7P2VQ9J,Ivy Gate Village,,,7639 Center Blvd,Canton,OH,44708,Assisted Living,Active,(814) 344-9504,0,0,,,,False,2026-08-24 15:51:44Z
001HSFH7Z9T3HHTXHU,Juniper Place,001DAAUWV2J3SHQJ34,Juniper Point Healthcare (Parent Account),4556 Water Ave,Pittsburgh,PA,15213,Skilled Nursing,Inactive,(330) 580-2810,28000,0,,,,False,2026-08-24 15:51:44Z
001DAAUWV2J3SHQJ34,Juniper Point Healthcare (Parent Account),,,,,,,,Active,(614) 212-1465,0,0,,,,False,2026-08-24 15:51:44Z
0016N93HJ285TTBB4B,Juniper Village,00139TNDS8HNLUZ5A6,Stonebridge Eldercare (Parent Account),9672 Park Ave,Harrisburg,PA,17104,Skilled Nursing,Active,(614) 486-1678,120000,0,,,,False,2026-08-24 15:51:44Z
001WR41PYNWXCAE2X4,Kettering Care Centre,001FJZYHR7MLFMNPLL,Harborview Care Group (Parent Account),3313 Wilmington Pike,Kettering,OH,45429,Skilled Nursing,Needs Review,(419) 600-2603,0,0,,,,False,2026-08-24 18:31:11Z
0016KTS1UAWBRXS09J,Kettering Nursing & Rehabilitation,,,3313 Wilmington Pike,Kettering,OH,45429,Skilled Nursing,Active,(216) 345-3441,0,0,,,,False,2026-08-24 15:51:44Z
001B7XZAA3AFALS9GP,Kettering Senior Campus,001FWSQ30SFW6S7604,Cedar Trail Communities (Parent Account),3313 Wilmington Pk,Kettering,OH,45429,Skilled Nursing,Active,(517) 646-8751,0,0,,,,False,2026-08-24 15:51:44Z
0015ZXZETFJ956SSXU,Lakeside Commons,001DAAUWV2J3SHQJ34,Juniper Point Healthcare (Parent Account),2526 High Rd,Canton,OH,44708,Assisted Living,Active,(517) 714-1279,52000,0,,,,False,2026-08-24 15:51:44Z
0019M1Z45PGV2DJ971,Maplewood Senior Care Center,00139TNDS8HNLUZ5A6,Stonebridge Eldercare (Parent Account),431 Main St,Maplewood,OH,44280,Skilled Nursing,Active,(614) 773-5688,0,0,,,,False,2026-08-24 15:51:44Z
001D86GEE4YLY5TH5S,Meadowbrook Commons,001DAAUWV2J3SHQJ34,Juniper Point Healthcare (Parent Account),6757 Cherry Blvd,Lansing,MI,48912,Skilled Nursing,Active,(330) 511-2660,52000,0,,,,False,2026-08-24 15:51:44Z
001Z0D5SF5XLCWC23P,Meadowbrook Health Campus,00139TNDS8HNLUZ5A6,Stonebridge Eldercare (Parent Account),2051 Center Blvd,Pittsburgh,PA,15213,Assisted Living,Active,(260) 756-5431,153000,0,,,,False,2026-08-24 15:51:44Z
0016UKUD5Q6TLUPWDY,Meadowbrook Place,00139TNDS8HNLUZ5A6,Stonebridge Eldercare (Parent Account),2951 Washington Dr,Lansing,MI,48912,Memory Care,Active,(814) 288-6560,0,0,,,,False,2026-08-24 15:51:44Z
0015MU8AUMAK4S60L9,Meadowbrook Senior Living,001DAAUWV2J3SHQJ34,Juniper Point Healthcare (Parent Account),5986 Cherry St,Lansing,MI,48912,Independent Living,Inactive,(614) 596-2373,59000,0,,,,False,2026-08-24 15:51:44Z
0017JP8Z1UQ763BVK3,Millstone Care of Sandusky,001YRHHXQ5HJ0TCL2U,Millstone Health Partners (Parent Account),2715 Columbus Ave,Sandusky,OH,44870,Skilled Nursing,Active,(614) 307-3608,0,0,,,,False,2026-08-24 15:51:44Z
001YRHHXQ5HJ0TCL2U,Millstone Health Partners (Parent Account),,,,,,,,Active,(517) 908-5310,0,0,,,,False,2026-08-24 15:51:44Z
00159PL81N38KM4FHM,Monroe Gardens Care Center,001FJZYHR7MLFMNPLL,Harborview Care Group (Parent Account),750 Stewart Rd,Monroe,MI,48162,Assisted Living,Active,(330) 501-4496,0,0,,,,False,2026-08-24 15:51:44Z
001AUYU58KMWDYXQA6,Northfield Care Center,00139TNDS8HNLUZ5A6,Stonebridge Eldercare (Parent Account),2781 Water Rd,South Bend,IN,46601,Skilled Nursing,Active,(260) 655-1438,160000,5500,,,,False,2026-08-24 15:51:44Z
00199LM13DSYJ6EBNG,Northfield Rehabilitation Center,,,1477 Franklin Rd,Columbus,OH,43215,Skilled Nursing,Inactive,(614) 598-7814,0,0,,,,False,2026-08-24 15:51:44Z
001CBDQSNJUVEG0HDH,Oakmont Rehabilitation Center,00139TNDS8HNLUZ5A6,Stonebridge Eldercare (Parent Account),4457 Church Blvd,Youngstown,OH,44505,Independent Living,Active,(814) 364-5483,150000,0,,,,False,2026-08-24 15:51:44Z
001D7LLN6KBKRF7NYE,Prairie View Estates,001DAAUWV2J3SHQJ34,Juniper Point Healthcare (Parent Account),2029 Center Blvd,Elkhart,IN,46514,Independent Living,Active,(216) 609-5806,0,0,,,,False,2026-08-24 15:51:44Z
0018L6DVPRS7Y0QPRM,Rosewood Care Center,00139TNDS8HNLUZ5A6,Stonebridge Eldercare (Parent Account),6598 Franklin Ave,Cincinnati,OH,45219,Memory Care,Active,(814) 353-2738,0,0,,,,False,2026-08-24 15:51:44Z
001LBTBSAQ54KNX4WG,Rosewood Gardens,001DAAUWV2J3SHQJ34,Juniper Point Healthcare (Parent Account),841 Park Dr,Columbus,OH,43215,Skilled Nursing,Active,(330) 827-1043,0,0,,,,False,2026-08-24 15:51:44Z
0017B6CMNGFQ8MB8YS,Rosewood Manor,,,1673 Lake Rd,Cincinnati,OH,45219,Assisted Living,Active,(734) 332-6605,0,0,,,,False,2026-08-24 15:51:44Z
001N7WFJCG16TZGL6Y,Rosewood Nursing & Rehabilitation,00139TNDS8HNLUZ5A6,Stonebridge Eldercare (Parent Account),6015 Mill Ave,Pittsburgh,PA,15213,Memory Care,Active,(517) 267-1422,66000,4500,,,,False,2026-08-24 15:51:44Z
001C073YV3VB0YQDBR,Rosewood Senior Living,00139TNDS8HNLUZ5A6,Stonebridge Eldercare (Parent Account),6851 Water Rd,Scranton,PA,18503,Memory Care,Active,(419) 612-4199,0,0,,,,False,2026-08-24 15:51:44Z
001KC7UVYEYAZ8M6GN,Rosewood Village,,,5462 Maple Ave,Springfield,OH,45503,Skilled Nursing,Active,(231) 827-7038,121000,0,,,,False,2026-08-24 15:51:44Z
001RJFTJ3XYSUDV3KG,Silver Birch Assisted Living,001DAAUWV2J3SHQJ34,Juniper Point Healthcare (Parent Account),5181 River Ave,Harrisburg,PA,17104,Memory Care,Active,(814) 837-9717,54000,0,,,,False,2026-08-24 15:51:44Z
001SQ3L8LDXR02QLVG,Silver Birch Rehabilitation Center,,,7412 Center Rd,Flint,MI,48503,Assisted Living,Active,(814) 279-4589,0,0,,,,False,2026-08-24 15:51:44Z
